"Ayckbourn_Jeeves" "Black_Boulevard" "Black_Express" "Black_Song" "Black_Sunday" "Black_Ward" "Eliot_Cats" "Elton_Game" "Hampton_Boulevard" "Hampton_Ward" "Harburg_Oz" "Hart_Aspects" "Hart_Love" "Hart_Phantom" "Maltby_Song" "Nunn_Cats" "Rice_Evita" "Rice_JCS" "Rice_Joseph" "Rice_Likes" "Rice_Oz" "Slater_Love" "Slater_Rock" "Steinman_Whistle" "Stilgoe_Cats" "Stilgoe_Express" "Stilgoe_Phantom" "Yazbek_Express" "Zippel_Woman"
"point" 0.02686005909213 0.0287418265430768 0.0274348422496571 0 0 0 0 0 0.0287418265430768 0 0 0 0 0.127975428717686 0 0 0.0680920604657497 0.027292576419214 0 0 0 0 0 0 0 0.0274348422496571 0.127975428717686 0.0274348422496571 0.0182731841023298
"since" 0 0.0287418265430768 0 0.0203541624262162 0 0 0 0.0612745098039216 0.0287418265430768 0 0 0.0622200099552016 0.0424853956452469 0.0255950857435372 0.0203541624262162 0 0.0408552362794498 0.013646288209607 0.0540637952784285 0.0807754442649435 0 0.0424853956452469 0.151591712986357 0.0351185250219491 0 0 0.0255950857435372 0 0.00913659205116491
"street" 0.02686005909213 0.0502981964503844 0 0 0 0 0.123800680903745 0.0408496732026144 0.0502981964503844 0 0 0 0 0 0 0.123800680903745 0.0272368241862999 0.013646288209607 0 0 0 0 0 0 0.123800680903745 0 0 0 0
"tomorrow" 0 0.0143709132715384 0 0.0203541624262162 0 0 0.0154750851129681 0.0204248366013072 0.0143709132715384 0 0.185322461082283 0.0497760079641613 0.0531067445565587 0 0.0203541624262162 0.0154750851129681 0 0.027292576419214 0 0 0.185322461082283 0.0531067445565587 0 0.0702370500438982 0.0154750851129681 0 0 0 0.0365463682046597
"wife" 0.02686005909213 0.035927283178846 0 0.0407083248524323 0 0 0 0.0612745098039216 0.035927283178846 0 0 0.0248880039820806 0.0637280934678704 0.0127975428717686 0.0407083248524323 0 0.0408552362794498 0 0.036042530185619 0 0 0.0637280934678704 0 0 0 0 0.0127975428717686 0 0.0456829602558246
"answer" 0 0.0143709132715384 0.0685871056241427 0 0 0 0 0.0204248366013072 0.0143709132715384 0 0 0.0248880039820806 0.0212426978226235 0.0511901714870745 0 0 0.0817104725588996 0.013646288209607 0 0 0 0.0212426978226235 0 0 0 0.0685871056241427 0.0511901714870745 0.0685871056241427 0.0182731841023298
"deep" 0.08058017727639 0.0071854566357692 0.0411522633744856 0.101770812131081 0.0696378830083565 0 0.0154750851129681 0 0.0071854566357692 0 0 0.037332005973121 0.0212426978226235 0.0127975428717686 0.101770812131081 0.0154750851129681 0.0272368241862999 0.027292576419214 0 0 0 0.0212426978226235 0 0 0.0154750851129681 0.0411522633744856 0.0127975428717686 0.0411522633744856 0.00913659205116491
"land" 0 0 0 0 0 0 0.0309501702259362 0.14297385620915 0 0 0.407709414381023 0 0 0.0127975428717686 0 0.0309501702259362 0 0.013646288209607 0.0720850603712381 0 0.407709414381023 0 0.0505305709954522 0 0.0309501702259362 0 0.0127975428717686 0 0
"rock" 0 0 0.0685871056241427 0 0 0 0 0 0 0 0 0.0248880039820806 0 0 0 0 0 0.013646288209607 0.0180212650928095 0 0 0 1.21273370389085 0 0 0.0685871056241427 0 0.0685871056241427 0
"somewhere" 0.05372011818426 0.035927283178846 0.0411522633744856 0 0 0 0 0 0.035927283178846 0 0.11119347664937 0.0124440019910403 0.0106213489113117 0.0255950857435372 0 0 0.0408552362794498 0.027292576419214 0 0.0807754442649435 0.11119347664937 0.0106213489113117 0 0.0175592625109745 0 0.0411522633744856 0.0255950857435372 0.0411522633744856 0.0182731841023298
"sunset" 0 0.143709132715384 0 0 0 0 0 0 0.143709132715384 0 0 0.0124440019910403 0 0 0 0 0.0272368241862999 0 0 0 0 0 0 0 0 0 0 0 0
"walk" 0 0.035927283178846 0 0.0407083248524323 0.0696378830083565 0 0.0464252553389044 0.0408496732026144 0.035927283178846 0 0 0.0248880039820806 0.0212426978226235 0.0127975428717686 0.0407083248524323 0.0464252553389044 0 0.0682314410480349 0 0 0 0.0212426978226235 0 0 0.0464252553389044 0 0.0127975428717686 0 0.0274097761534947
"wish" 0.02686005909213 0.0287418265430768 0.0137174211248285 0 0 0 0 0 0.0287418265430768 0 0.0370644922164566 0.037332005973121 0.0531067445565587 0.0767852572306117 0 0 0.0136184120931499 0 0 0 0.0370644922164566 0.0531067445565587 0.0505305709954522 0 0 0.0137174211248285 0.0767852572306117 0.0137174211248285 0.0182731841023298
"wonderful" 0 0.0646691097219228 0 0 0 0 0.0154750851129681 0.0204248366013072 0.0646691097219228 0 0.185322461082283 0.037332005973121 0 0 0 0.0154750851129681 0.0408552362794498 0.013646288209607 0.0540637952784285 0 0.185322461082283 0 0 0 0.0154750851129681 0 0 0 0.00913659205116491
"bed" 0.05372011818426 0.0502981964503844 0.0274348422496571 0 0 0 0.0154750851129681 0 0.0502981964503844 0 0.0370644922164566 0.0497760079641613 0 0.0127975428717686 0 0.0154750851129681 0.0408552362794498 0 0.0180212650928095 0 0.0370644922164566 0 0 0.0702370500438982 0.0154750851129681 0.0274348422496571 0.0127975428717686 0.0274348422496571 0.00913659205116491
"different" 0 0 0.0685871056241427 0 0 0.284090909090909 0.0619003404518725 0.0204248366013072 0 0.284090909090909 0 0 0.0212426978226235 0.0383926286153059 0 0.0619003404518725 0.0136184120931499 0.013646288209607 0 0 0 0.0212426978226235 0 0 0.0619003404518725 0.0685871056241427 0.0383926286153059 0.0685871056241427 0
"feeling" 0 0.0790400229934612 0.0137174211248285 0.0407083248524323 0.0348189415041783 0 0 0 0.0790400229934612 0 0 0.037332005973121 0.0106213489113117 0 0.0407083248524323 0 0.0272368241862999 0 0.0180212650928095 0 0 0.0106213489113117 0.0505305709954522 0.0175592625109745 0 0.0137174211248285 0 0.0137174211248285 0.0182731841023298
"john" 0 0.0287418265430768 0 0 0 0 0 0.571895424836601 0.0287418265430768 0 0 0 0 0 0 0 0 0.0818777292576419 0 0 0 0 0 0 0 0 0 0 0
"king" 0.05372011818426 0 0 0 0 0 0.0154750851129681 0 0 0 0 0 0 0.0255950857435372 0 0.0154750851129681 0.0272368241862999 0.354803493449782 0.0901063254640476 0 0 0 0 0 0.0154750851129681 0 0.0255950857435372 0 0
"secret" 0.02686005909213 0 0 0 0 0 0 0 0 0 0 0 0.0318640467339352 0.0639877143588431 0 0 0 0 0 0 0 0.0318640467339352 0.0505305709954522 0.0702370500438982 0 0 0.0639877143588431 0 0.182731841023298
"trains" 0 0 0.192043895747599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.192043895747599 0 0.192043895747599 0
"comeback" 0 0.0071854566357692 0.178326474622771 0 0 0 0 0 0.0071854566357692 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.178326474622771 0 0.178326474622771 0
"glory" 0 0.0143709132715384 0 0 0 0 0 0 0.0143709132715384 0 0 0.0124440019910403 0.0424853956452469 0.102380342974149 0 0 0.0544736483725998 0.109170305676856 0 0 0 0.0424853956452469 0 0 0 0 0.102380342974149 0 0
"here^s" 0.02686005909213 0.0215563699073076 0.0274348422496571 0 0 0 0 0.0204248366013072 0.0215563699073076 0 0.0370644922164566 0.0248880039820806 0.0424853956452469 0.0639877143588431 0 0 0.0136184120931499 0 0.036042530185619 0 0.0370644922164566 0.0424853956452469 0 0 0 0.0274348422496571 0.0639877143588431 0.0274348422496571 0.0182731841023298
"hot" 0 0.0215563699073076 0.123456790123457 0 0 0 0 0.0204248366013072 0.0215563699073076 0 0 0 0 0 0 0 0.0272368241862999 0.040938864628821 0.0180212650928095 0 0 0 0 0 0 0.123456790123457 0 0.123456790123457 0.00913659205116491
"second" 0 0.0215563699073076 0.123456790123457 0 0 0 0 0 0.0215563699073076 0 0 0 0 0.0255950857435372 0 0 0 0 0.0180212650928095 0.161550888529887 0 0 0 0 0 0.123456790123457 0.0255950857435372 0.123456790123457 0.00913659205116491
"singing" 0 0 0 0 0 0 0.0309501702259362 0.0204248366013072 0 0 0 0 0.0849707912904939 0.0639877143588431 0 0.0309501702259362 0 0 0.036042530185619 0 0 0.0849707912904939 0 0 0.0309501702259362 0 0.0639877143588431 0 0.0548195523069895
"steam" 0 0.0071854566357692 0.178326474622771 0 0 0 0 0 0.0071854566357692 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.178326474622771 0 0.178326474622771 0
"wanted" 0 0.0502981964503844 0.0274348422496571 0.0610624872786485 0.0696378830083565 0 0 0.0204248366013072 0.0502981964503844 0 0 0.0248880039820806 0 0.0127975428717686 0.0610624872786485 0 0.0136184120931499 0.013646288209607 0.0540637952784285 0 0 0 0 0 0 0.0274348422496571 0.0127975428717686 0.0274348422496571 0.0274097761534947
"words" 0 0.035927283178846 0 0.0407083248524323 0 0 0 0 0.035927283178846 0 0 0.037332005973121 0.0212426978226235 0.0511901714870745 0.0407083248524323 0 0.0272368241862999 0 0 0.403877221324717 0 0.0212426978226235 0 0 0 0 0.0511901714870745 0 0.0456829602558246
"being" 0 0.0502981964503844 0.0274348422496571 0.0814166497048646 0.0348189415041783 0.284090909090909 0 0 0.0502981964503844 0.284090909090909 0 0.0248880039820806 0 0 0.0814166497048646 0 0.0272368241862999 0 0.0180212650928095 0 0 0 0 0.0175592625109745 0 0.0274348422496571 0 0.0274348422496571 0.0274097761534947
"called" 0.02686005909213 0.0287418265430768 0 0.0407083248524323 0.0696378830083565 0.284090909090909 0.0154750851129681 0.0204248366013072 0.0287418265430768 0.284090909090909 0 0.0124440019910403 0.0212426978226235 0.0383926286153059 0.0407083248524323 0.0154750851129681 0.0953288846520496 0.013646288209607 0 0 0 0.0212426978226235 0 0 0.0154750851129681 0 0.0383926286153059 0 0
"certain" 0 0 0.0685871056241427 0 0 0 0.0154750851129681 0 0 0 0.0370644922164566 0.037332005973121 0.0106213489113117 0.0511901714870745 0 0.0154750851129681 0.0136184120931499 0 0.036042530185619 0 0.0370644922164566 0.0106213489113117 0 0.0702370500438982 0.0154750851129681 0.0685871056241427 0.0511901714870745 0.0685871056241427 0
"gentlemen" 0 0 0.0137174211248285 0 0 0 0.0154750851129681 0 0 0 0 0 0.0212426978226235 0.166368057332992 0 0.0154750851129681 0.0136184120931499 0.027292576419214 0 0 0 0.0212426978226235 0 0 0.0154750851129681 0.0137174211248285 0.166368057332992 0.0137174211248285 0.00913659205116491
"looked" 0 0 0.0274348422496571 0.0407083248524323 0.0696378830083565 0 0.0464252553389044 0 0 0 0 0.0124440019910403 0.0424853956452469 0 0.0407083248524323 0.0464252553389044 0.0272368241862999 0.027292576419214 0.0180212650928095 0 0 0.0424853956452469 0 0.0526777875329236 0.0464252553389044 0.0274348422496571 0 0.0274348422496571 0.0182731841023298
"maybe" 0.02686005909213 0.035927283178846 0.0274348422496571 0.0407083248524323 0.0696378830083565 0.568181818181818 0 0.0204248366013072 0.035927283178846 0.568181818181818 0 0.037332005973121 0.0212426978226235 0 0.0407083248524323 0 0.0272368241862999 0.013646288209607 0 0 0 0.0212426978226235 0.0505305709954522 0 0 0.0274348422496571 0 0.0274348422496571 0.00913659205116491
"rose" 0 0 0 0 0 0 0.0154750851129681 0 0 0 0 0.38576406172225 0.0106213489113117 0 0 0.0154750851129681 0.0136184120931499 0 0.0540637952784285 0 0 0.0106213489113117 0 0 0.0154750851129681 0 0 0 0
"squelch" 0 0 0 0 0 0 0 0 0 0 0 0 0.212426978226235 0 0 0 0 0 0 0 0 0.212426978226235 0 0 0 0 0 0 0
"strong" 0 0.0215563699073076 0.0823045267489712 0 0 0 0.0154750851129681 0.0612745098039216 0.0215563699073076 0 0 0.037332005973121 0.0106213489113117 0 0 0.0154750851129681 0 0.013646288209607 0.0180212650928095 0 0 0.0106213489113117 0 0.0175592625109745 0.0154750851129681 0.0823045267489712 0 0.0823045267489712 0.0182731841023298
"cannot" 0.02686005909213 0.0071854566357692 0 0 0 0 0.0154750851129681 0.0204248366013072 0.0071854566357692 0 0 0.0248880039820806 0.0318640467339352 0.0639877143588431 0 0.0154750851129681 0.0136184120931499 0.013646288209607 0.0180212650928095 0.161550888529887 0 0.0318640467339352 0 0 0.0154750851129681 0 0.0639877143588431 0 0.0822293284604842
"coming" 0 0.0287418265430768 0.0548696844993141 0 0 0 0 0 0.0287418265430768 0 0 0.0248880039820806 0.0106213489113117 0 0 0 0.0544736483725998 0.027292576419214 0 0 0 0.0106213489113117 0 0.105355575065847 0 0.0548696844993141 0 0.0548696844993141 0.0274097761534947
"crowd" 0 0.0071854566357692 0 0 0 0 0 0.0204248366013072 0.0071854566357692 0 0 0.0124440019910403 0.0849707912904939 0.0383926286153059 0 0 0.0408552362794498 0.109170305676856 0 0 0 0.0849707912904939 0.101061141990904 0 0 0 0.0383926286153059 0 0
"fight" 0.05372011818426 0.035927283178846 0 0.0610624872786485 0.104456824512535 0 0 0.0816993464052288 0.035927283178846 0 0 0 0.0106213489113117 0 0.0610624872786485 0 0.0272368241862999 0.109170305676856 0.0180212650928095 0 0 0.0106213489113117 0 0 0 0 0 0 0.00913659205116491
"four" 0 0.0071854566357692 0.137174211248285 0.0407083248524323 0 0 0 0 0.0071854566357692 0 0 0.0124440019910403 0 0 0.0407083248524323 0 0 0.013646288209607 0 0 0 0 0 0.0175592625109745 0 0.137174211248285 0 0.137174211248285 0
"hurry" 0 0.0215563699073076 0 0 0 0 0.0154750851129681 0 0.0215563699073076 0 0 0.0248880039820806 0.0849707912904939 0.0127975428717686 0 0.0154750851129681 0 0.0682314410480349 0 0.0807754442649435 0 0.0849707912904939 0 0.0702370500438982 0.0154750851129681 0 0.0127975428717686 0 0
"mary" 0 0.0215563699073076 0 0 0 0 0 0.592320261437909 0.0215563699073076 0 0 0 0 0 0 0 0 0.013646288209607 0 0 0 0 0 0 0 0 0 0 0.0274097761534947
"n" 0 0 0.150891632373114 0.0407083248524323 0.0348189415041783 0 0 0 0 0 0 0 0 0 0.0407083248524323 0 0 0 0 0 0 0 0.0505305709954522 0 0 0.150891632373114 0 0.150891632373114 0
"nobody" 0 0.0071854566357692 0.109739368998628 0 0 0 0.0154750851129681 0.0408496732026144 0.0071854566357692 0 0.0370644922164566 0 0 0 0 0.0154750851129681 0 0.013646288209607 0 0 0.0370644922164566 0 0 0.0877963125548727 0.0154750851129681 0.109739368998628 0 0.109739368998628 0
"playing" 0 0.0431127398146152 0 0 0 0 0.0154750851129681 0.0408496732026144 0.0431127398146152 0 0 0.0124440019910403 0.0212426978226235 0.0511901714870745 0 0.0154750851129681 0.0136184120931499 0 0 0 0 0.0212426978226235 0.151591712986357 0.0175592625109745 0.0154750851129681 0 0.0511901714870745 0 0.0365463682046597
"return" 0 0.0143709132715384 0 0 0 0 0 0.0204248366013072 0.0143709132715384 0 0 0 0 0.179165600204761 0 0 0 0 0.0540637952784285 0 0 0 0 0 0 0 0.179165600204761 0 0.0274097761534947
"somehow" 0 0.0071854566357692 0.0274348422496571 0.0407083248524323 0 0 0 0 0.0071854566357692 0 0 0.0124440019910403 0.0637280934678704 0.0639877143588431 0.0407083248524323 0 0.0136184120931499 0 0 0 0 0.0637280934678704 0.0505305709954522 0 0 0.0274348422496571 0.0639877143588431 0.0274348422496571 0.0182731841023298
"speak" 0.02686005909213 0.0143709132715384 0 0 0 0 0.0309501702259362 0 0.0143709132715384 0 0 0.0248880039820806 0 0.102380342974149 0 0.0309501702259362 0 0.027292576419214 0.0180212650928095 0 0 0 0.0505305709954522 0.0175592625109745 0.0309501702259362 0 0.102380342974149 0 0.0456829602558246
"whistle" 0 0 0.164609053497942 0.0203541624262162 0.0348189415041783 0 0 0 0 0 0 0 0 0 0.0203541624262162 0 0 0 0 0 0 0 0 0 0 0.164609053497942 0 0.164609053497942 0
"arms" 0 0.0215563699073076 0 0 0 0 0.0154750851129681 0 0.0215563699073076 0 0 0.037332005973121 0.0424853956452469 0.0127975428717686 0 0.0154750851129681 0 0 0 0 0 0.0424853956452469 0 0 0.0154750851129681 0 0.0127975428717686 0 0.146185472818639
"bit" 0.02686005909213 0 0.0411522633744856 0.0203541624262162 0 0 0.0154750851129681 0 0 0 0 0 0.0318640467339352 0 0.0203541624262162 0.0154750851129681 0.0272368241862999 0.109170305676856 0.036042530185619 0.0807754442649435 0 0.0318640467339352 0 0.0351185250219491 0.0154750851129681 0.0411522633744856 0 0.0411522633744856 0.0182731841023298
"clever" 0 0 0 0 0 0 0.154750851129681 0 0 0 0.0370644922164566 0 0 0.0127975428717686 0 0.154750851129681 0 0 0.0180212650928095 0 0.0370644922164566 0 0 0.0526777875329236 0.154750851129681 0 0.0127975428717686 0 0
"cos" 0 0 0.0960219478737997 0 0 0 0.0154750851129681 0.204248366013072 0 0 0 0 0 0 0 0.0154750851129681 0 0 0 0 0 0 0 0.0702370500438982 0.0154750851129681 0.0960219478737997 0 0.0960219478737997 0
"felt" 0 0.0287418265430768 0 0.0407083248524323 0 0 0 0.0612745098039216 0.0287418265430768 0 0.0370644922164566 0.037332005973121 0.0849707912904939 0.0127975428717686 0.0407083248524323 0 0 0 0 0 0.0370644922164566 0.0849707912904939 0 0 0 0 0.0127975428717686 0 0
"forgive" 0 0.0143709132715384 0 0 0 0 0 0.0204248366013072 0.0143709132715384 0 0 0.0497760079641613 0.0318640467339352 0.0767852572306117 0 0 0.0408552362794498 0.013646288209607 0 0 0 0.0318640467339352 0 0.0175592625109745 0 0 0.0767852572306117 0 0.0548195523069895
"lie" 0 0.0143709132715384 0.0137174211248285 0 0 0 0.0154750851129681 0.0204248366013072 0.0143709132715384 0 0.0370644922164566 0.037332005973121 0.0106213489113117 0.0255950857435372 0 0.0154750851129681 0 0.040938864628821 0.0540637952784285 0 0.0370644922164566 0.0106213489113117 0 0.0175592625109745 0.0154750851129681 0.0137174211248285 0.0255950857435372 0.0137174211248285 0.0822293284604842
"master" 0.05372011818426 0 0 0 0 0 0.0309501702259362 0.0204248366013072 0 0 0 0.037332005973121 0.0424853956452469 0.102380342974149 0 0.0309501702259362 0 0 0.0180212650928095 0 0 0.0424853956452469 0 0 0.0309501702259362 0 0.102380342974149 0 0.00913659205116491
"minute" 0.02686005909213 0.0431127398146152 0.0411522633744856 0.0814166497048646 0.139275766016713 0 0 0.0204248366013072 0.0431127398146152 0 0 0 0 0 0.0814166497048646 0 0 0.013646288209607 0 0 0 0 0 0.0351185250219491 0 0.0411522633744856 0 0.0411522633744856 0
"myself" 0 0.0287418265430768 0.0137174211248285 0.0203541624262162 0 0 0.0309501702259362 0 0.0287418265430768 0 0 0.0622200099552016 0.0212426978226235 0.0127975428717686 0.0203541624262162 0.0309501702259362 0.0136184120931499 0.013646288209607 0 0.0807754442649435 0 0.0212426978226235 0 0.0175592625109745 0.0309501702259362 0.0137174211248285 0.0127975428717686 0.0137174211248285 0.0365463682046597
"oz" 0 0 0 0 0 0 0 0 0 0 0.704225352112676 0 0 0 0 0 0 0 0 0 0.704225352112676 0 0 0 0 0 0 0 0
"paramount" 0 0.136523676079615 0 0 0 0 0 0 0.136523676079615 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"rather" 0 0.0071854566357692 0 0 0 0 0.0619003404518725 0.0612745098039216 0.0071854566357692 0 0 0.0248880039820806 0.0212426978226235 0.0511901714870745 0 0.0619003404518725 0 0.013646288209607 0.0540637952784285 0 0 0.0212426978226235 0 0 0.0619003404518725 0 0.0511901714870745 0 0.0274097761534947
"sits" 0 0 0 0 0 0 0.170225936242649 0.0408496732026144 0 0 0 0 0 0 0 0.170225936242649 0 0 0 0 0 0 0 0 0.170225936242649 0 0 0 0.0274097761534947
"choose" 0 0.0071854566357692 0.0274348422496571 0.0610624872786485 0.0696378830083565 0 0 0 0.0071854566357692 0 0 0 0.0637280934678704 0.0255950857435372 0.0610624872786485 0 0.0136184120931499 0.027292576419214 0 0.0807754442649435 0 0.0637280934678704 0 0 0 0.0274348422496571 0.0255950857435372 0.0274348422496571 0.00913659205116491
"d" 0.02686005909213 0.0071854566357692 0.0960219478737997 0.0203541624262162 0 0 0 0.0612745098039216 0.0071854566357692 0 0 0.037332005973121 0.0106213489113117 0 0.0203541624262162 0 0 0 0 0 0 0.0106213489113117 0 0.0526777875329236 0 0.0960219478737997 0 0.0960219478737997 0
"feet" 0.10744023636852 0.0143709132715384 0 0 0 0 0.0464252553389044 0.122549019607843 0.0143709132715384 0 0.0370644922164566 0.0248880039820806 0 0.0127975428717686 0 0.0464252553389044 0.0136184120931499 0.0545851528384279 0.0180212650928095 0 0.0370644922164566 0 0.0505305709954522 0 0.0464252553389044 0 0.0127975428717686 0 0.00913659205116491
"few" 0.02686005909213 0.0646691097219228 0.0137174211248285 0 0 0 0 0 0.0646691097219228 0 0 0.0124440019910403 0.0106213489113117 0.0127975428717686 0 0 0.0680920604657497 0.027292576419214 0.0180212650928095 0 0 0.0106213489113117 0 0 0 0.0137174211248285 0.0127975428717686 0.0137174211248285 0.0182731841023298
"jones" 0 0.035927283178846 0 0 0 0 0.139275766016713 0 0.035927283178846 0 0 0 0 0 0 0.139275766016713 0 0 0 0 0 0 0 0 0.139275766016713 0 0 0 0
"longer" 0 0.0143709132715384 0.0137174211248285 0.0203541624262162 0.0348189415041783 0 0.0309501702259362 0 0.0143709132715384 0 0 0.037332005973121 0.0424853956452469 0.0511901714870745 0.0203541624262162 0.0309501702259362 0.0136184120931499 0 0.0180212650928095 0 0 0.0424853956452469 0 0 0.0309501702259362 0.0137174211248285 0.0511901714870745 0.0137174211248285 0
"perhaps" 0.05372011818426 0.0143709132715384 0 0 0 0 0.0154750851129681 0 0.0143709132715384 0 0 0.0124440019910403 0.0531067445565587 0.0511901714870745 0 0.0154750851129681 0 0 0.036042530185619 0 0 0.0531067445565587 0 0 0.0154750851129681 0 0.0511901714870745 0 0.0639561443581544
"railway" 0 0 0 0 0 0 0.185701021355617 0 0 0 0 0 0 0 0 0.185701021355617 0 0 0 0 0 0 0 0 0.185701021355617 0 0 0 0.00913659205116491
"reason" 0 0.0143709132715384 0.0137174211248285 0 0 0 0.0464252553389044 0.0408496732026144 0.0143709132715384 0 0 0 0.0106213489113117 0.0127975428717686 0 0.0464252553389044 0.0272368241862999 0.040938864628821 0 0 0 0.0106213489113117 0.151591712986357 0.0175592625109745 0.0464252553389044 0.0137174211248285 0.0127975428717686 0.0137174211248285 0.0548195523069895
"trying" 0 0.0574836530861536 0.0274348422496571 0 0 0 0 0 0.0574836530861536 0 0 0.0248880039820806 0 0.0255950857435372 0 0 0.0136184120931499 0 0 0 0 0 0 0.0351185250219491 0 0.0274348422496571 0.0255950857435372 0.0274348422496571 0.0548195523069895
"wants" 0 0.0431127398146152 0.0137174211248285 0.0407083248524323 0.0348189415041783 0 0 0 0.0431127398146152 0 0 0.0248880039820806 0.0106213489113117 0.0255950857435372 0.0407083248524323 0 0.0408552362794498 0 0 0 0 0.0106213489113117 0 0.0702370500438982 0 0.0137174211248285 0.0255950857435372 0.0137174211248285 0.0182731841023298
"air" 0.02686005909213 0.0071854566357692 0.0137174211248285 0.0203541624262162 0 0 0.0464252553389044 0 0.0071854566357692 0 0.0370644922164566 0.0124440019910403 0.0318640467339352 0 0.0203541624262162 0.0464252553389044 0.0408552362794498 0 0 0.0807754442649435 0.0370644922164566 0.0318640467339352 0 0.0351185250219491 0.0464252553389044 0.0137174211248285 0 0.0137174211248285 0.0365463682046597
"buzz" 0 0 0 0 0 0 0 0 0 0 0.0370644922164566 0 0 0 0 0 0 0.450327510917031 0 0 0.0370644922164566 0 0.0505305709954522 0 0 0 0 0 0
"country" 0.05372011818426 0.0143709132715384 0 0 0 0 0 0.449346405228758 0.0143709132715384 0 0 0.0248880039820806 0 0 0 0 0.0680920604657497 0.013646288209607 0 0 0 0 0 0 0 0 0 0 0
"cut" 0 0.0502981964503844 0.0137174211248285 0 0 0 0.0309501702259362 0 0.0502981964503844 0 0 0 0.0106213489113117 0.0127975428717686 0 0.0309501702259362 0.0136184120931499 0.0682314410480349 0.0540637952784285 0 0 0.0106213489113117 0 0 0.0309501702259362 0.0137174211248285 0.0127975428717686 0.0137174211248285 0
"darling" 0 0.0646691097219228 0 0 0 0 0 0 0.0646691097219228 0 0 0.0871080139372822 0.0318640467339352 0.0255950857435372 0 0 0 0 0 0 0 0.0318640467339352 0 0 0 0 0.0255950857435372 0 0.00913659205116491
"de" 0 0.035927283178846 0 0 0 0 0 0 0.035927283178846 0 0 0.111996017919363 0.0212426978226235 0.0511901714870745 0 0 0.0408552362794498 0 0.0180212650928095 0 0 0.0212426978226235 0 0 0 0 0.0511901714870745 0 0.00913659205116491
"everything^s" 0 0.0431127398146152 0 0.0203541624262162 0.0348189415041783 0 0 0 0.0431127398146152 0 0 0 0.0106213489113117 0 0.0203541624262162 0 0 0.245633187772926 0 0 0 0.0106213489113117 0 0 0 0 0 0 0.00913659205116491
"hardly" 0.02686005909213 0 0 0 0 0 0.0309501702259362 0 0 0 0 0.0497760079641613 0.0106213489113117 0.0383926286153059 0 0.0309501702259362 0 0.191048034934498 0 0.161550888529887 0 0.0106213489113117 0 0 0.0309501702259362 0 0.0383926286153059 0 0.00913659205116491
"ll" 0 0.0071854566357692 0 0.0203541624262162 0 0 0 0 0.0071854566357692 0 0.11119347664937 0 0.0106213489113117 0 0.0203541624262162 0 0 0 0 0 0.11119347664937 0.0106213489113117 1.1622031328954 0 0 0 0 0 0.00913659205116491
"lose" 0.02686005909213 0.0143709132715384 0.0274348422496571 0.0610624872786485 0.0696378830083565 0 0 0.0408496732026144 0.0143709132715384 0 0 0.0248880039820806 0.0318640467339352 0.0127975428717686 0.0610624872786485 0 0.0544736483725998 0 0 0 0 0.0318640467339352 0 0 0 0.0274348422496571 0.0127975428717686 0.0274348422496571 0.00913659205116491
"meaning" 0 0.0287418265430768 0 0 0 0 0.123800680903745 0 0.0287418265430768 0 0 0 0.0106213489113117 0 0 0.123800680903745 0 0 0.0180212650928095 0 0 0.0106213489113117 0 0.0175592625109745 0.123800680903745 0 0 0 0
"mistoffelees" 0 0 0 0 0 0 0.185701021355617 0 0 0 0 0 0 0 0 0.185701021355617 0 0 0 0 0 0 0 0 0.185701021355617 0 0 0 0
"near" 0.05372011818426 0.0071854566357692 0.0548696844993141 0 0 0 0.0154750851129681 0.0204248366013072 0.0071854566357692 0 0.0370644922164566 0.0248880039820806 0.0106213489113117 0.0127975428717686 0 0.0154750851129681 0 0.013646288209607 0.0180212650928095 0.161550888529887 0.0370644922164566 0.0106213489113117 0 0.0526777875329236 0.0154750851129681 0.0548696844993141 0.0127975428717686 0.0548696844993141 0.00913659205116491
"poppa" 0 0 0.164609053497942 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.164609053497942 0 0.164609053497942 0
"quiet" 0 0.0215563699073076 0.0137174211248285 0.0203541624262162 0.0348189415041783 0 0.0619003404518725 0 0.0215563699073076 0 0.0370644922164566 0.0248880039820806 0 0 0.0203541624262162 0.0619003404518725 0 0.027292576419214 0.0180212650928095 0 0.0370644922164566 0 0 0.0526777875329236 0.0619003404518725 0.0137174211248285 0 0.0137174211248285 0.0182731841023298
"sad" 0 0.0143709132715384 0.0137174211248285 0.0203541624262162 0.0348189415041783 0 0 0.0204248366013072 0.0143709132715384 0 0.0370644922164566 0.0497760079641613 0 0.0127975428717686 0.0203541624262162 0 0.122565708838349 0.0818777292576419 0.0180212650928095 0 0.0370644922164566 0 0 0 0 0.0137174211248285 0.0127975428717686 0.0137174211248285 0.00913659205116491
